Export;EXP-2023-01 (20230707 10:27);;;StationsCode;NL01483;NL01485;NL01486;NL01487;NL01488;NL01489;NL01491;NL01493;NL01494;NL01495;NL01496;NL10107;NL10131;NL10133;NL10136;NL10137;NL10227;NL10230;NL10235;NL10236;NL10237;NL10241;NL10245;NL10246;NL10247;NL10301;NL10318;NL10404;NL10411;NL10418;NL10433;NL10437;NL10441;NL10442;NL10444;NL10445;NL10448;NL10520;NL10537;NL10538;NL10544;NL10547;NL10548;NL10549;NL10620;NL10631;NL10633;NL10636;NL10639;NL10641;NL10722;NL10738;NL10741;NL10742;NL10807;NL10818;NL10918;NL10929;NL10934;NL10937;NL10938;NL49002;NL49003;NL49007;NL49012;NL49014;NL49017;NL49019;NL49020;NL49021;NL49022;NL49551;NL49553;NL49561;NL49564;NL49565;NL49701;NL49703;NL49704
NO2;uur;µg/m³;20101119 07:00;20101119 08:00;92.8;37.5;46.8;72.7;49.3;49.1;60.1;63;51;62.2;53.1;31.26;19.54;;56.37;43.27;;20.59;18.31;48.52;50.52;36.13;44.28;44.62;32.58;38.52;29.59;65.62;42.86;51.11;44.71;31.94;;;33.95;70.27;77.56;51.59;75.6;34.03;;69.69;75.69;25.12;35.13;31.46;28.55;58.8;51.13;30.3;22.23;32.97;42.97;32.09;31.14;25.19;16.78;25.96;18;55.98;16.51;96;45;99;89;46;59;54;84;31;43;50;49;62;54;46;55;23;56
NO2;uur;µg/m³;20101119 08:00;20101119 09:00;72.8;42.4;43;77.8;47.1;88.3;68.9;61.6;48.6;50.2;56.3;34.32;27.84;;63.88;44.86;;21.96;24.65;55.63;53.15;37.43;41.61;46.39;35.03;34.48;35.55;72.97;44.11;52.98;42.45;37;;;39.67;76.87;82.44;62.95;85.83;35.95;;72.9;75.34;22.03;33.09;29.1;30.06;60.6;69.7;29.16;26.18;35.6;46.51;37.29;29.21;26.45;15.45;28.32;18.57;64.12;15.11;98;47;110;95;52;66;54;99;30;48;62;54;69;61;65;60;31;63
NO2;uur;µg/m³;20101119 09:00;20101119 10:00;89.9;44;45.8;65.6;46.9;85.2;66.1;58.9;;47.8;40.4;;30.71;31.26;48.47;34.55;;23.85;32.55;46.91;51.24;36.57;39.31;40.31;31.77;34.66;31.28;58.5;54.9;;44.23;38.54;;;39.31;66.43;73.27;59.66;73.67;40.1;70.28;79.52;65.39;37;31.4;21.69;29.07;59.8;70.31;32.43;27.98;33.84;46.15;39.46;27.23;25.38;17.01;30.93;18.09;70.48;23.26;126;47;98;86;52;64;59;85;38;46;56;51;61;49;;57;38;53
NO2;uur;µg/m³;20101119 10:00;20101119 11:00;98.2;41.9;45.5;77.8;46.8;87.1;65.3;57.3;49.7;46.6;40.4;;25.72;25.22;43.47;34.54;;22.47;43.32;33.96;46.64;32.9;;38.09;26.84;34.8;21.53;51.14;44.28;;45.9;35.07;;;39.66;53.58;64.05;64.81;64.13;41.55;57.29;41.72;50.52;45.54;28.67;24.99;29.51;53.01;54.58;36.2;32.22;33.62;45.32;37.28;26.11;25.54;17.81;30.94;25.43;73.85;31.02;115;46;99;92;45;56;55;73;38;39;53;51;48;49;57;54;43;53
NO2;uur;µg/m³;20101119 11:00;20101119 12:00;83.1;37.9;38;69.7;41.5;68.7;67;53.4;45.3;40.7;38.8;;27.17;16.48;33.28;18.52;;22.62;33.5;28.82;39.76;33.99;33.59;;23.81;37.19;18.53;47.93;50.67;;40.52;32.22;;;37.88;46.15;56.94;60.72;65.2;37.01;65.28;40.11;45.44;36.98;25.91;22.4;30.16;55.57;52.11;43.69;31.89;31.32;45.06;34.63;24.15;29.72;25.68;32.46;30.2;64.26;31.47;101;42;88;79;41;56;46;79;36;34;45;51;41;54;45;51;46;48
NO2;uur;µg/m³;20101119 12:00;20101119 13:00;75.3;37.8;42.5;69.4;38.3;71;60.8;56.3;41.3;37.5;38;;23.94;14.47;33.23;19.02;23.55;18.67;31.62;23.34;35.37;37.47;37.1;;21.35;33.12;21.79;48.43;50.18;;39.31;35.66;;;42.12;45.44;54.08;54.31;66.63;30.36;65.2;51.88;45.67;40.11;29.14;25.08;29.84;51.02;48.5;42.35;33.31;33.59;42.28;33.28;23.38;17.32;24.02;28.64;31.74;63.38;34.34;100;42;100;84;46;51;45;73;42;40;49;48;45;46;44;53;48;54
NO2;uur;µg/m³;20101119 13:00;20101119 14:00;79.6;36.7;41.7;67.4;41.1;79.4;60.3;56.4;41.6;34.6;41.6;18.8;19.54;18.45;38.82;24.32;23.33;19.95;32.15;25.29;38.87;41.17;40.4;;21.98;27.78;22.77;46.47;52.42;;38.89;38.37;;;41.06;45.73;59.6;54.76;72.28;23.87;71.27;47.91;49.93;40.72;32.14;27.06;32.32;47.14;51.92;40.31;31.86;31.93;40.54;29.27;23.06;15.03;21.43;26.45;28.81;63.76;33.58;101;44;82;74;48;62;48;74;44;44;53;50;45;41;44;52;44;48
NO2;uur;µg/m³;20101119 14:00;20101119 15:00;84.5;35.5;39.5;83.3;43.7;84.6;62.6;64.9;45.3;36.8;38.5;21.04;18.09;27.04;48.76;39.49;26.99;24.68;33.31;31.36;44.61;41.59;38.05;41.58;24.27;32.49;23.4;45.11;49.08;48.72;41.21;33.6;;;39.75;45.58;72.79;55.31;67.67;24.84;62.34;48.93;46.37;40.71;33.25;28.39;34.63;51.43;59.82;68.71;30.47;33.59;40.8;26.09;24.36;27.2;20.73;25.49;32.19;73.11;34.41;85;44;90;74;44;51;49;71;44;41;48;50;48;41;41;52;46;50
NO2;uur;µg/m³;20101119 15:00;20101119 16:00;92.2;40.6;44.6;82.9;46.5;90.9;64.8;60.1;48;41.9;37.1;20.95;19.26;33.42;55.49;39.01;32.51;27.36;38.32;33.02;46.44;41.07;37.97;35.52;31.79;35.96;24.45;49.26;53.72;50.65;50.74;33.96;;;40.93;50.4;63.4;58.82;79.87;34.01;59.74;47.81;58.43;40.56;36.35;33.02;35.43;54.69;63.67;67.94;35.2;37.39;62.78;35.47;27.33;29.99;26.37;29.24;33.67;71.61;36.75;87;46;93;96;48;57;50;75;44;45;50;50;52;45;46;50;41;50
NO2;uur;µg/m³;20101119 16:00;20101119 17:00;94.7;40.4;45.5;77.4;47.1;90.5;64.9;64.1;48.5;48.3;49;29.52;23.21;44.45;62.72;42.05;38.49;32.52;31.25;37.86;49.67;45.69;45.28;43.95;39.53;40.42;26.97;55.78;61.99;50.51;51.54;40.56;;;41.51;61.14;69.01;54.16;77.97;40.01;62.88;52.35;57.19;40.04;36.47;30.22;32.5;61.31;62.48;71.23;30.98;36.85;57.3;50.45;32.3;30.62;26.88;37.61;30.71;73.93;35.67;90;45;84;83;45;61;;76;44;47;54;50;55;43;50;51;36;50
NO2;uur;µg/m³;20101119 17:00;20101119 18:00;83.3;43.9;47.8;70.9;48.7;77.1;61.6;62.2;47.4;46.5;46.7;40.34;35.82;43.77;66.97;45.79;48.89;33.92;33.43;44.44;55.3;47.12;45.35;54.91;42.53;48.12;29.28;64.25;61.09;51.18;49.96;46.37;;;40.03;66.73;71.08;57.75;71.59;39.69;62.91;51.75;60.58;43.16;38.11;26.22;35.57;60.85;57.31;41.13;39.25;38.36;60.7;49.02;36.14;30.59;33.52;35.98;27.26;78.11;30.02;104;46;72;75;44;64;;;45;;54;;57;;46;48;37;53
NO2;uur;µg/m³;20101119 18:00;20101119 19:00;69.9;46;47.1;63.9;48.1;68.1;66.2;72.6;48.4;46.3;45.4;41.63;39.16;39.28;41.16;34.98;50.38;35.65;39.99;44.33;58.33;52.09;45.68;54.1;39.45;41.01;28.55;64.38;65.22;50.62;50.29;46.76;;;42.66;62.84;71.91;59.48;60.78;35.44;62.16;52.27;56.65;40.31;38.17;29.88;35.77;59.27;66.01;39.14;39.05;39.26;61.35;48.34;33.84;29.61;39.7;34.4;25.94;71.73;37.79;91;48;70;72;51;59;54;71;47;47;55;51;58;51;46;46;33;49
NO2;uur;µg/m³;20101119 19:00;20101119 20:00;68.2;46.4;47.2;61.2;48.5;62.5;63;72;49.2;47.7;46.5;42.7;39.81;29.52;39.03;26.6;48.51;31.94;42.39;41.55;55.14;52.05;47.97;45.97;37.39;34.87;23.57;61.12;65.13;49.54;50.88;49.62;;;45.55;63.62;75.23;61.93;59.12;34.65;66.91;51.69;53.51;40.21;37.99;27.12;37.96;55.12;64.14;42.02;39.12;39.34;57.18;46.81;34.36;29.42;33.21;35.59;23.15;71.4;35.66;84;49;70;64;47;62;52;69;44;45;53;50;56;53;43;49;30;53
NO2;uur;µg/m³;20101119 20:00;20101119 21:00;61.1;38.5;42.1;57.3;45.3;58.7;57.6;68.5;46.3;49.2;45.1;40.14;39.44;20.73;32.9;28.4;46.85;27.35;43.01;41.48;55.58;51.12;47.09;44.82;37.3;33.81;23.29;58.24;55.23;51.84;48.74;49.13;;;44;61.5;70.32;54.9;57.07;37.03;57.48;49.05;47;42.91;39.41;26.65;37.08;53.35;59.45;46.27;36.81;35.72;50.46;42.44;32.33;26.84;28.38;22.64;20.52;71.44;32.45;78;49;65;57;43;57;52;64;;43;;;54;;46;50;48;56
NO2;uur;µg/m³;20101119 21:00;20101119 22:00;51.2;39.1;40.9;51;45.9;56;54.3;57.2;40;44.4;44.8;32.27;38.81;16.98;23.84;23.53;38.12;31.86;32.43;39.28;46.45;49.89;41.31;32.45;35.31;29.63;15.27;56.11;61.31;51.52;46.21;46.32;;;44.55;59.71;61.87;52.79;55.89;36.43;63.34;49.19;49.68;45.14;38.85;22.67;36.93;53.33;56.35;53.92;36.65;35.23;46.44;40.7;34.6;24.38;35.37;20.37;19.69;72.12;28.12;67;46;59;57;44;50;49;59;42;44;48;53;62;43;47;49;46;53
NO2;uur;µg/m³;20101119 22:00;20101119 23:00;50.3;35.6;34.3;47.1;44.9;54.7;55.8;61.9;46.7;45.1;43.9;18.82;43.94;15.67;20.35;23.09;42.94;36.14;20.12;41.66;47.49;46.83;36.62;31.09;37.8;30.54;12.86;50.16;58.75;52.08;49.72;42.71;;;47.75;56.44;59.71;52.5;54.21;38.9;63.01;47.62;48.12;42.44;38.17;29.88;38.87;52.79;54.65;55.81;38.19;37.63;44.46;40.24;35.19;23.36;38.79;21.01;26.62;61.69;35.1;67;46;61;58;45;54;51;60;43;46;45;53;54;44;46;52;44;57
NO2;uur;µg/m³;20101119 23:00;20101120 00:00;44.3;33.1;34;46.4;44.1;49.2;55;55.3;48.9;45.7;41.1;18.77;44.14;17.03;18;19.33;39.76;38.69;14.58;37.54;44.99;39.69;38.2;23.61;38.62;29.88;13.62;49.56;49.11;51.58;49.02;37.8;;;40.77;50.35;53.55;56.89;50.17;33.07;61.2;46.86;44.91;44.36;31.99;29.48;36.33;50.62;52.84;56.64;35.44;37.43;46.47;39.82;36.78;26.32;32.59;21.93;27.77;59.64;36.85;68;48;57;58;47;60;52;64;41;46;45;55;52;46;43;50;42;48
NO2;uur;µg/m³;20101120 00:00;20101120 01:00;33.5;27;27.9;36.3;35;47.1;52;49.8;40.2;36;34.4;26.59;;13.29;21.6;17.98;24.43;;;33.92;42.72;34.27;26.12;21.14;;18.34;13.38;44.48;37.87;43.4;28.75;32.11;;;31.97;48.11;48.42;54.08;44.5;39.64;55.71;46.97;44.8;46.17;27.11;;31.75;;46.84;52.31;28.57;35.99;40.86;38.99;35.87;25.31;28.43;25.36;29.87;55.33;27.44;73;44;58;55;44;;49;61;45;46;39;48;54;45;38;50;43;51
NO2;uur;µg/m³;20101120 01:00;20101120 02:00;29.5;21.4;21;30.6;28.7;41.3;40.3;37;29.5;39.4;31.2;14.85;27.09;10.61;17.9;14.74;20.97;33.39;9.84;29.11;34.85;27.92;25.49;18.82;;15.6;12.85;38.82;33.62;43.8;28.24;32.29;;;25.63;43.46;40.03;55.44;39.51;41.43;50.41;43.62;41.49;44.77;22.89;32.46;33.62;;39.96;45.69;27.84;34.41;40.71;38.85;36.37;25.27;25.56;24.47;31.86;49.7;21.67;64;44;62;;46;55;49;62;41;41;33;43;51;41;35;48;38;47
NO2;uur;µg/m³;20101120 02:00;20101120 03:00;28;23.7;23.7;29.1;26;44.1;38.5;47.5;29.8;38.7;20.1;8.7;22.31;10.57;16.22;14.79;19.82;31.86;9.56;22.93;30.56;18.29;15.67;17.5;26.78;12.43;10.65;24.81;32.07;45.42;35.86;29.21;;;21.55;30.94;51.05;50.31;30.22;42.09;47.49;35.93;41.31;41.69;21.84;30.84;27.62;35.85;31.85;39.17;30.8;34.71;37.12;33.11;34.07;23.02;21.35;25.29;29.85;41.34;26.46;;39;55;48;38;53;47;47;34;40;25;49;50;32;30;45;33;36
NO2;uur;µg/m³;20101120 03:00;20101120 04:00;29.3;21.6;21.1;32.8;29.2;42.3;43.7;53.2;34.9;39.4;21.7;16.51;19.17;11.59;17.14;24.01;18.93;27.02;9.33;21.14;25.08;17.17;18.18;19.26;22.95;12.05;11.43;19.59;40.76;42.94;35.69;28.38;;;27.31;31.04;55.93;39.63;30.75;37.77;39.32;23.57;27.16;28.32;18.79;29.96;15.27;29.33;29.41;28.02;32.99;29.4;35.62;29.76;32.66;22.88;19.95;22.66;32.03;39.26;31.41;53;30;39;33;27;45;36;42;33;27;22;49;34;25;25;42;27;30
NO2;uur;µg/m³;20101120 04:00;20101120 05:00;30.1;21.9;29.5;31.9;22.9;43.2;44.2;38.7;34.5;41.2;19.3;17.34;20.41;12.51;27.89;24.99;19.22;21.97;12.97;20.07;22.67;23.09;22.77;19.04;18.12;13.99;10.02;17.34;47.4;27.53;28;20.8;;;19.92;26.77;42.48;37.06;29.75;32.07;35.04;19.13;19.37;20.6;15.2;30.75;13.61;27.66;32.37;25.2;33.33;27.69;31.44;28.45;32.95;26.36;20.37;17.9;29.03;36.15;27.01;52;27;36;31;26;39;32;41;27;21;24;45;27;21;27;37;23;27
NO2;uur;µg/m³;20101120 05:00;20101120 06:00;41.1;21.6;32.3;29.1;20.7;45.6;52.2;35.1;39.8;28.8;30.3;16.89;21.3;9.71;23.11;25.24;24.01;19.38;11.48;14.14;19.57;17.88;22.12;18.85;16.6;18.89;9.54;16.82;39.36;23.59;31.09;8.08;;;16.95;26.51;39.59;28.25;25.35;23.24;34.81;20.32;19.67;21.44;16.99;22.5;13;30.4;33.77;31.06;26.07;25.29;32.38;28.09;30.45;27.37;27.8;20.87;24.72;39.5;30.97;44;28;41;27;24;41;30;44;24;17;23;42;25;17;24;;23;36
NO2;uur;µg/m³;20101120 06:00;20101120 07:00;61.2;13;22;30.7;13.4;49.6;48.7;25.5;20.2;20.5;24.4;19.05;15.79;8.04;37.51;34.2;24.73;14.41;8.01;18.81;24.03;16.08;17.91;16.97;21.94;10.35;12.07;26.04;45.37;11.67;30.62;9.62;;;13.38;32.52;27.56;28.9;32.37;29.29;32.74;23.92;27.23;22.24;12.63;14.34;9.59;38.09;41.26;43.75;21.32;23.71;27.98;23.93;28.02;33.31;28.39;18.48;20.15;52.1;24.83;59;24;37;35;24;37;30;59;28;15;20;44;22;16;22;25;18;25
NO2;uur;µg/m³;20101120 07:00;20101120 08:00;49;16.7;23;38.3;17.6;57;49.5;29;13.8;19.7;28.4;21.51;15.31;19.2;53.81;46.43;27.1;12.24;9.15;26.64;32;17.46;12.12;20.87;31.15;5.35;6.07;26.56;48.64;13.37;30.47;13.13;;;13.64;40.89;31.7;37.56;33.47;27.53;39.55;27.63;19.85;30.67;15.47;16.48;7.83;44.17;57.89;43.43;16.89;20.83;26.09;22.85;27.5;27.15;15.93;21.87;19.4;41.23;22.81;60;26;41;37;26;46;29;60;25;17;17;41;30;17;24;21;16;23
NO2;uur;µg/m³;20101120 08:00;20101120 09:00;63.3;34.9;39.5;54.9;27.4;66.2;53.8;38.8;27.2;25.6;27.2;22.72;19.44;23.76;55.37;52.34;42.42;15.64;6.35;34.91;46.21;36.6;12.62;27.64;29.68;5.66;9.32;35.09;51.6;20.21;35.68;13.94;;;18.94;47.71;39.57;41.8;40.72;28.19;52.06;35.41;27.17;35.5;23.91;20.03;7.23;47.59;57.55;48.65;17.2;31.35;31.43;26.29;24.02;20.36;15.78;24.22;21.63;42.58;25.42;69;30;52;47;28;42;33;60;21;24;20;31;34;19;28;32;18;24
NO2;uur;µg/m³;20101120 09:00;20101120 10:00;65.9;27.1;31.1;53.4;20.5;61.6;54.8;42.4;28.1;27.4;26.7;26.03;22.9;45.52;53.2;53.04;33.64;16.27;7.76;40.14;53.55;35.43;19.39;24.53;31.57;12.19;7.73;34.29;44.24;22.75;31.05;13.64;;;22.99;41.34;44.66;44.24;48.32;24.53;53.1;43.56;38.25;33.7;15.86;19.56;7.12;52;68.15;61.12;16.97;24.87;36.05;29.14;22.87;15.14;13.73;25.86;20.65;58.44;25.59;78;32;60;51;30;56;39;66;25;28;23;35;42;22;30;29;20;25
NO2;uur;µg/m³;20101120 10:00;20101120 11:00;64.8;23.8;23.8;59;23.7;61.8;42.6;36.8;25.9;40.7;30;27.99;19.37;50.75;51.95;51.82;30.68;17.47;13.8;36.12;39.13;27.49;17.11;19.55;23.23;17.58;4.73;38.91;28.96;20.78;30.64;6.5;;;25.38;48.51;41.71;47.61;53.84;24.25;52.44;38.15;31.92;34.76;13.78;18.21;12.2;36.63;55.91;62.1;21.32;22.41;47.23;31.09;21.52;14.16;11.63;26.02;19.81;55.99;27.93;94;28;64;57;31;48;37;67;23;32;26;36;44;29;24;31;23;30
NO2;uur;µg/m³;20101120 11:00;20101120 12:00;57.1;17.2;23.2;57.3;22.3;57.2;42.6;47.8;30.3;44.3;43.2;27.64;22.21;38.83;46.16;34.2;29;14.87;14.39;29.48;32.1;22.25;14.61;34.95;19.36;24.2;4.11;35.35;24.36;23.49;21.44;3.87;;;24.52;46.63;57.58;38.27;59.69;25.33;53.9;25.85;42.94;17.45;9.02;25.22;6.6;35.73;30.27;47.57;23.37;17.12;46.82;26.38;22.58;17.57;13.99;22.93;22.94;56.7;33.08;84;17;66;58;20;44;33;67;16;31;26;39;32;21;19;37;30;33
NO2;uur;µg/m³;20101120 12:00;20101120 13:00;58.6;17.5;17.5;49.5;18.3;33.2;43.2;34.4;23.2;35.4;38.3;18.88;27.96;23.45;37.71;35.05;27.86;18.41;7.11;41.55;28.81;10.3;13.95;26.7;14.94;21.44;10.26;36.09;28.7;17.34;15.04;5.65;;;19.05;40.94;33.75;33.96;62.45;33.5;44.15;21.41;29.69;14;9.83;21.69;8.95;34.01;35.13;53.05;30.51;15.11;37.37;28.04;20.61;15.65;15.82;21.52;24.17;73.62;37.62;93;15;68;60;16;42;27;58;12;22;25;31;31;17;19;34;18;29
NO2;uur;µg/m³;20101120 13:00;20101120 14:00;58.9;18.7;27.4;53.4;15.9;36.6;37.2;56;30.3;31.9;21;14.77;31.42;22.76;41.67;33.96;23.46;17.58;11.79;42.29;35.98;12.45;12.79;24.22;13.94;9.37;10.78;28.44;19.93;24.32;29.91;8.82;;;18.65;44.45;59.73;35.26;53.89;29.21;48.66;25.18;30.66;14.34;8.68;9.89;6.82;30.47;31.84;20.44;32.78;16.6;45.14;24.43;17.6;15.78;9.39;20.49;24.43;57.52;38.47;78;18;66;61;14;40;27;58;16;18;25;32;22;18;17;28;26;35
NO2;uur;µg/m³;20101120 14:00;20101120 15:00;59.8;19.4;34.2;58.7;21.3;29.3;24.8;62.3;30.4;37.5;43;19.81;20.72;26.51;44.93;36.61;18.02;23.11;10.97;53.95;40.3;14.69;18.2;17.05;16.65;10.04;20.71;29.66;28.24;27.16;24.64;16.19;;;12.89;46.15;62.74;40.51;45.19;23.88;60.86;26.93;22.75;16.43;11.13;10.32;8.17;29.53;39.3;18.69;31.04;26.95;59.18;26.39;17.7;12.97;9.17;20.86;20.94;70.74;35.09;87;21;67;51;16;62;34;66;20;16;25;38;21;23;17;34;27;33
NO2;uur;µg/m³;20101120 15:00;20101120 16:00;63.4;32.7;36.1;58.2;31.8;33.9;36.9;62.9;40.2;43.4;50.6;38.36;22.01;30.91;46.48;38.16;27.12;19.02;12.1;53.92;46.31;19.7;23.43;21.45;30.49;18.7;20.12;32.7;32.41;35.84;32.12;20.66;;;13.11;54.9;57.87;47.19;56.17;18.14;41.92;50.26;33.56;23.01;15.99;12.99;8.43;44.91;48.09;18.65;32.9;21.85;69.23;46.46;17.61;12.63;13.12;23.07;21.1;75.4;28.25;104;28;72;73;26;51;42;80;27;19;34;27;25;18;23;29;31;31
NO2;uur;µg/m³;20101120 16:00;20101120 17:00;37.9;59.7;49.5;63.3;44.3;49.2;37.2;66.2;69.8;64.3;51.6;40.51;31.67;40.87;44.99;45.09;43.34;31.14;10.47;68.4;55.86;35.18;41.95;33.02;44.99;37.95;25.51;48.95;45.52;44.9;58.35;30.56;;;11.74;67.46;67.54;41.33;72.19;30.82;60.71;58.46;50.6;33.02;32.98;17.88;20.57;56.59;67.74;28.23;39.22;29.84;64.66;54.5;17.72;14.43;13.37;24.15;25.91;60.1;29.59;101;37;92;74;41;59;67;91;49;35;56;24;75;36;31;41;42;37
NO2;uur;µg/m³;20101120 17:00;20101120 18:00;69.4;68.1;60.6;75.5;63.9;55.6;53.6;89.8;88.3;68.2;85;43.61;43.49;43.2;45.72;48.94;61.64;29.73;10.58;65.58;59.73;50.55;44.59;48.81;57.68;55.83;45.51;68.03;75.26;64.91;85.42;36.18;;;10.21;79.56;101.16;61.54;63.55;27.14;75.51;57.14;94.56;43.01;48.93;18.99;31.55;62.08;66.59;37.94;41.69;37.86;63.79;54.26;22.09;21.05;13.17;28;26.81;77.95;29.47;117;53;95;77;56;77;70;90;60;57;66;18;95;56;66;64;37;54
NO2;uur;µg/m³;20101120 18:00;20101120 19:00;84.7;69.5;63.5;72;64.4;53;60.7;81.5;83.8;61.1;118.9;38.98;47.77;31.32;47.12;51.06;61.25;29.71;12.58;59.33;58.94;47.55;39.55;45.03;58.7;35.44;42.34;79.27;91.9;57.89;82.19;51.43;;;9.67;79.68;95.56;70.54;68;20.83;99.27;56.42;79.09;35.76;55.6;23.23;31.78;49.07;64.22;41.99;36.64;31.01;60.54;51.98;27.35;24.19;21.19;31.43;25.21;64.36;28.07;110;53;95;80;57;88;73;85;56;58;70;26;96;68;75;76;34;65
NO2;uur;µg/m³;20101120 19:00;20101120 20:00;68.4;60;55.6;58.1;55;47.3;55.9;74.1;70.2;69.2;148.9;36.68;39.75;17.87;51.25;54.19;50.85;37.55;16.32;56.1;55.68;43.74;46.9;47.06;55.55;45.19;51.89;70.11;96.82;53.23;70.5;46.21;;;13.66;72.31;81.29;76.19;70.9;14.37;82.24;51.22;60.43;31.67;51.61;22.23;44.7;42.47;60.11;39.59;36.31;28.66;55.14;49.95;27.26;25.66;21.95;27.92;25.2;32.98;27.47;108;52;91;80;60;73;70;88;49;61;67;50;86;79;63;57;32;61
NO2;uur;µg/m³;20101120 20:00;20101120 21:00;61.8;54;51.3;58.2;53.3;45.2;48.2;59.9;60.6;68.4;134.7;36.24;43.16;14.79;51.67;55.23;45.68;42.4;22.56;57.88;52.73;45.76;49.57;54.99;53.13;47.39;40.95;61.36;84.61;48.95;62.96;43.13;;;34.79;70.32;73.2;64.68;68.99;13.36;72.66;45.44;46.59;31.29;46.87;25.36;46.66;40.26;56.97;39.55;35.58;32.91;60.69;49.6;29.75;24.88;19.16;26.29;27.25;34.6;27.58;92;45;84;77;54;62;63;85;43;57;62;52;85;68;54;45;42;58
NO2;uur;µg/m³;20101120 21:00;20101120 22:00;54.7;54.6;52.4;50.9;51.2;45.3;52;63.3;61.1;76.1;112.4;33.29;43.86;15.13;49.97;55.61;53.87;41.93;24.76;54.57;57.08;46.88;48.89;55.88;53.88;59.63;41.78;68.9;69.24;48.24;54.46;38.72;;;43.66;67.86;64.3;54.27;65.24;20.2;56.56;38.32;37.77;32.54;39.1;26.94;40.89;40.4;50.63;36.37;33.37;30.36;57.8;46.81;32.12;24.21;19.05;27.29;25.23;32.92;26.02;87;41;66;63;48;54;51;63;32;50;57;51;;66;56;48;37;48
NO2;uur;µg/m³;20101120 22:00;20101120 23:00;53.7;51.2;53.7;53.6;52.5;47;67.2;62.6;66.1;87.7;91;36.27;40.69;15.11;45.32;53.99;54.81;42.34;26.44;50.23;59.61;44.98;45.38;53.75;52.42;56.54;46.01;60.95;57.44;54.32;57.2;42.16;;;47.49;58.59;64.04;41.94;56.76;18.93;42.94;35.14;32.25;33.59;36.15;25.52;35.32;37.64;50.77;30.13;33.25;31.85;56.5;47.2;34.8;23.89;18.14;27.18;25;28.08;26.01;70;33;61;52;45;50;41;59;32;34;47;45;57;55;51;45;37;44
NO2;uur;µg/m³;20101120 23:00;20101121 00:00;59.9;54.7;56.2;52.2;51.8;44.5;64.7;54;70.5;84.5;70.6;37.11;34.99;17.61;46.88;52.5;51.93;40.5;24.62;47.82;59.51;41.7;42.85;52.81;49.61;55.7;45.04;61.02;54.35;53.34;66.95;46.41;;;44.95;66.19;56.11;37.25;50.09;17.66;36.33;36.18;34.69;34.82;35.13;24.9;30.62;37.37;47.72;31.49;34.13;31.79;51.65;43.06;37.14;24.82;17.3;29.23;26;31.04;25.84;87;30;58;48;;48;39;51;36;36;44;49;53;43;53;41;31;38
NO2;uur;µg/m³;20101121 00:00;20101121 01:00;48.1;52.1;54.8;46.2;44.7;36.6;49;48.7;57.6;59.4;59;29.69;;21.94;40.22;41.08;46.26;;;44.01;50.11;38.91;40.17;47.18;47.01;55.1;43.22;59.88;58.97;46.99;52.41;39.21;;;32.57;58.72;51.93;34.84;43.67;13.22;38.48;35.95;32.64;34.11;31;;30.41;;45.95;27.6;35.48;30.77;52.65;40.57;33.16;27.07;19.98;29.97;25.88;33.12;26.13;70;31;55;43;43;44;38;45;36;36;40;42;47;37;42;39;29;33
NO2;uur;µg/m³;20101121 01:00;20101121 02:00;47.2;45.4;48.6;42.5;41.3;35.2;;43.4;;;;31.15;30.61;20.17;38.47;42.17;46.86;34.75;17.91;40.71;46.4;39.51;39.25;45.98;43.61;59.01;42.17;56.75;74.72;44.19;45.97;38.58;;;30.66;54.88;45.43;32.27;42.68;14.8;36.01;32.86;31.42;31.77;30.7;25.53;30.72;;43.39;26.11;34.14;30.33;50.45;38.04;30.68;27.44;21.04;28.37;27.43;28.96;26.41;53;;;40;42;45;35;41;33;35;37;36;43;34;42;33;;
NO2;uur;µg/m³;20101121 02:00;20101121 03:00;43.7;40.7;42.7;38.5;38.6;32.5;37.8;37.1;43.2;45.8;59.1;30.43;28.12;21.68;36.73;42.76;44.49;32.16;20.36;36.75;41.69;35.84;38.03;45.39;39.83;56.47;41.35;48.42;66;41;40.85;34.91;;;28.3;45.2;39.56;29.2;37.93;19.93;33.84;31.53;30.46;28.52;31.07;26.62;28.47;32.51;43.68;23.84;28.14;27.77;40.26;34.03;27.61;27.18;19.24;27.57;27.1;28.08;27.79;41;27;42;34;38;38;33;38;32;33;33;35;41;35;39;29;25;29
NO2;uur;µg/m³;20101121 03:00;20101121 04:00;39.9;37.8;37.5;36.9;36;30;37.1;35;40.7;42.8;49.1;29.69;23.48;32.97;36.09;41.16;44.51;29.68;17.25;31.99;37.61;33.97;37.13;43.9;34.61;48.81;41.55;45.56;54.73;38.51;35.7;32.56;;;30.53;44.38;37.51;29.76;34.67;26.6;34.19;29.71;29;23.87;29.35;27.46;25.85;30.14;42.93;23.65;21.51;18.39;41.35;31.27;25.96;26.15;18.61;27.19;27.47;28.05;26.12;47;28;37;36;38;41;34;36;29;30;30;32;39;26;38;30;21;25
