Export;EXP-2023-01 (20230707 10:27);;;StationsCode;NL01483;NL01485;NL01486;NL01487;NL01488;NL01489;NL01491;NL01493;NL01494;NL01495;NL01496;NL10107;NL10131;NL10133;NL10136;NL10137;NL10227;NL10230;NL10235;NL10236;NL10237;NL10241;NL10245;NL10246;NL10247;NL10301;NL10318;NL10404;NL10411;NL10418;NL10433;NL10437;NL10441;NL10442;NL10444;NL10445;NL10448;NL10520;NL10537;NL10538;NL10544;NL10547;NL10548;NL10549;NL10620;NL10631;NL10633;NL10636;NL10639;NL10641;NL10722;NL10738;NL10741;NL10742;NL10807;NL10818;NL10918;NL10929;NL10934;NL10937;NL10938;NL49002;NL49003;NL49007;NL49012;NL49014;NL49017;NL49019;NL49020;NL49021;NL49022;NL49551;NL49553;NL49561;NL49564;NL49565;NL49701;NL49703;NL49704
NO2;uur;µg/m³;20101121 04:00;20101121 05:00;37.9;33.2;35.2;35.9;34.5;28.8;34.2;32.7;37.7;38.7;48.4;31.06;21.73;31.79;31.12;33.17;42.7;27.03;18.79;29.91;34.07;32.49;36.09;43.75;31.41;41.09;40.45;43;47.74;37.2;34.88;28.86;;;29.27;41.84;35.37;30.96;30.56;27.32;33.37;29.07;29.68;22.57;27.11;25.55;25.24;27.36;37.79;24.27;23.08;14.72;41.4;30.87;22.96;25.52;17.62;27.25;25.94;28.81;25.22;41;28;36;34;38;37;35;35;27;29;29;32;37;25;37;28;21;21
NO2;uur;µg/m³;20101121 05:00;20101121 06:00;38.4;30.4;33.9;34.4;33;29;32.1;32.6;37;35.1;53.4;30.95;23.94;24.39;23.57;25.4;38.39;25.48;22.08;28.04;33.88;29.78;32.19;40.39;28.08;40.44;38.81;41.3;76.03;35.18;34.04;28.72;;;26.86;40.15;34.42;30.2;29.19;24.5;34.23;28.62;27.45;24.06;28.36;23.83;26.47;25.42;33.83;23.69;25.75;14.56;31.95;28.6;21;23.38;19.53;27.57;26.42;28.88;24.02;38;29;38;34;36;37;35;34;30;31;30;29;36;23;33;24;22;23
NO2;uur;µg/m³;20101121 06:00;20101121 07:00;39;32;35.9;34.1;32.7;28.9;36.4;41.8;39.7;40.2;55.7;31.33;25.47;19.73;17.8;16.44;36.97;25.21;15.83;28.49;32.29;29.93;30.36;36.66;29.53;37.94;37.28;40.78;40.2;34.35;36.21;29.95;;;25.54;38.48;44.16;28.57;29.16;22.34;33.75;27.82;26.27;21.99;25.76;22.38;25.76;28.38;32.57;23.22;23.52;18.26;30.49;26.52;21.28;21.45;20.12;27.38;27.09;27.76;24.16;38;29;38;33;35;38;35;34;29;30;32;27;35;23;34;25;25;25
NO2;uur;µg/m³;20101121 07:00;20101121 08:00;38.8;35.4;38.1;33.2;31.5;27.7;35.9;37.8;38.8;40.1;63;26;24.37;15.52;18.33;18.38;35.7;24.01;17.46;26.37;29.86;29.79;31.51;36.33;30.68;38.43;35.67;40.27;58.89;33.89;38.19;28.94;;;26.64;34.57;40.79;29.89;28.22;21.92;33.04;26.49;26.47;19.16;25.68;22.77;25.61;26.61;30.17;23.31;23.89;12.66;28.81;26.95;21.26;21.41;19.15;26.49;27.38;27.91;24.62;41;27;36;31;35;33;33;33;24;29;28;27;35;35;36;25;24;25
NO2;uur;µg/m³;20101121 08:00;20101121 09:00;40.4;31.3;33.4;30;29.3;25.5;38.7;32.6;40.9;42.7;59.6;19.5;23.09;15.97;18.14;16.23;34.79;22.94;15.94;24.54;29.27;27.23;29.55;34.38;27.08;39.16;33.71;36.06;46.49;31.04;38.13;28.27;;;24.52;34;34.93;26.37;27.71;23.03;33.38;27.81;27.26;20.04;22.95;19.49;20.82;23.35;27.3;20.68;20.61;13.83;29.95;25.02;20.16;19.72;18.11;22.97;24.53;23.98;21.23;40;27;37;31;33;32;30;33;19;25;27;27;33;31;32;26;24;24
NO2;uur;µg/m³;20101121 09:00;20101121 10:00;36.3;28.3;30.8;26;25.5;21.1;31.6;29.8;34.6;35.1;44;21.47;19.31;21.9;21.31;18.68;31.73;19.8;21.72;20.79;25.85;24.19;25.07;27.61;24.5;34.8;30.22;33.33;44.93;26.91;35.23;24.14;;;20.59;30.94;31.59;23.18;35.01;19.91;25.99;24.23;21.78;18.47;16.28;15.69;15.73;18.16;24.11;17.24;16.94;14.5;23.32;23.08;17.71;15.39;16.94;16.74;17.87;21.46;15.1;40;23;35;29;29;27;26;29;18;22;21;21;30;27;28;24;21;24
NO2;uur;µg/m³;20101121 10:00;20101121 11:00;31.5;27;29;20;20.1;16.3;29.7;27.3;32.8;26.8;31.7;25.06;16.8;15.33;21.19;16.63;27.66;16.64;20.4;21.09;27.38;21.98;22.19;26.09;23.19;26.27;26.25;28.53;43.82;24.97;29.88;18.98;;;18.07;26.81;31.54;20.59;46.5;17.97;23.58;20;20.35;16.55;12.14;13.27;12.36;16.14;27.06;14.29;14.64;13.35;23.61;20.59;12.58;11.44;13.94;12.82;15.02;16.56;12.66;34;19;36;27;24;30;24;23;17;19;17;17;35;23;;20;20;17
NO2;uur;µg/m³;20101121 11:00;20101121 12:00;28.8;23.8;23;18.3;16.8;15.2;21.8;26.6;30.4;22.1;26.8;18.76;17.72;18.76;21.14;16.09;27.21;17.24;19.02;21.41;29.57;20.06;20.02;23.64;23.2;20.69;26.62;24.95;35.58;19.78;21.87;17.33;;;17.89;26.93;31.64;16.87;39.1;14.33;22.66;17.94;18.83;15.63;10.84;11.3;10.85;14.3;22.28;14.32;12.58;13.43;32.28;19.73;9.78;9.23;11.44;10.5;12.74;17.3;10.27;27;16;35;24;21;29;22;22;16;14;16;17;20;24;22;16;17;16
NO2;uur;µg/m³;20101121 12:00;20101121 13:00;29.8;24;22.7;21.7;18.9;13.7;18.1;26.6;25.1;19;25.1;16.52;16.86;22.35;27.67;20.14;28.58;17.62;18.42;22.23;30.26;19.02;19.85;27;22.24;16.34;23.63;22.99;23.2;19.1;17.55;14.2;;;16.6;30.99;24.67;14.25;33.98;12.17;20.34;18.93;17.78;13.45;10.74;9.29;11.08;14.73;20.63;13.36;11.97;11.2;30.17;22.62;9.52;8.28;9.2;7.84;11.58;17.31;8.97;27;15;39;22;20;27;21;20;15;14;19;19;19;18;27;14;16;14
NO2;uur;µg/m³;20101121 13:00;20101121 14:00;26.8;25.3;25.1;24.7;20.4;15.9;17.8;22.1;29.6;19.3;25.6;19.67;15.09;13.85;22.08;13.74;25.23;17.98;18.85;21.84;29.37;18.05;18.72;22.01;21.13;15.83;23.33;29;24.54;22.76;19.2;14.27;;;15.8;39.42;25.04;14.94;42.22;11.66;19.58;16.71;16.7;12.79;12.03;8.27;11.2;15.64;28.2;12.7;12.34;10.65;30.79;23.74;9.3;7.61;10.67;7.16;9.43;19;7.4;26;14;37;19;19;30;19;18;15;13;16;18;19;14;17;14;15;12
NO2;uur;µg/m³;20101121 14:00;20101121 15:00;30.6;26.9;28.6;26.1;24.2;20.7;19.8;25.6;28.8;21.1;29.7;26.25;11.35;21.69;34.43;24.14;27.82;13.71;17.77;19.66;30.49;18.13;19.71;21.97;20.19;19.27;24.17;30.93;39.89;24.3;20.79;15.98;;;15.95;39.81;29.9;15.58;41.54;12.03;21.1;21.31;17.8;13.77;11.31;8.11;10.48;16.47;29.04;12.56;13.06;12.67;37.24;20.4;8.31;6.43;10.75;7.29;9.67;14.74;8.06;26;15;37;20;22;30;21;22;16;15;16;16;22;17;18;14;16;12
NO2;uur;µg/m³;20101121 15:00;20101121 16:00;36.1;31;31.3;30.2;28.4;20.8;25;29;35.6;24.7;24.7;35.95;12.25;25.01;38.37;32.29;38.11;14.88;17.3;24.23;32.36;17.6;21.77;27.89;21.59;20.98;24.79;29.14;48.45;28.7;23.52;20.72;;;16.9;38.9;32.86;16.74;36.91;12.67;23.73;24.79;22.88;16.01;12.27;7.63;10.79;18.64;38.53;13.16;11.77;11.94;34.12;22.06;7.55;6.53;10.15;9.2;10.58;20.03;8.48;32;18;42;24;29;30;24;27;19;18;15;16;26;22;24;16;18;12
NO2;uur;µg/m³;20101121 16:00;20101121 17:00;42.8;34.3;33.9;35.5;32.1;24;33.1;35.4;43.5;35.7;36.1;39.22;16.32;42.96;49.45;43.75;35.85;18.01;18.58;32.59;33.43;20.88;24.65;31.75;26.51;24.89;28.2;35.51;34.96;33.08;32.86;28.69;;;19.1;43.32;38.57;15.77;29.6;12.35;24.32;25.52;22.81;15.14;16.94;7.42;12.53;17.64;31.72;15.68;11.68;11.35;37.7;27.95;7.8;6.48;10.02;11;18.18;27.67;16.11;26;15;42;23;29;35;24;27;18;18;18;18;29;24;20;16;20;13
NO2;uur;µg/m³;20101121 17:00;20101121 18:00;43.4;34.2;35.4;27.6;25.6;23;29.4;37.8;39.5;35.7;39.2;38.7;18.32;45.5;50.67;50.62;37.63;17.92;15.9;26.03;31.64;28.79;22.69;32.74;25.18;36.57;31.2;36.82;39.23;31.14;35.46;32.74;;;15.7;38.45;39.47;14.08;29.37;11.39;18.95;24.3;17.9;15.34;14.21;7.71;11.07;19.47;25.76;12.55;11.17;10.7;36.89;30.86;6.53;7.67;10.74;11.52;19.29;32.77;19.54;30;15;41;22;26;27;22;31;16;15;18;16;24;22;20;13;19;12
NO2;uur;µg/m³;20101121 18:00;20101121 19:00;37.5;32.4;28.6;29.4;25;20.3;20.2;29.5;31.1;22.1;33.8;32.08;18.99;42.22;48.48;50.72;32.99;17.36;21.04;26.67;32.61;21.42;17.91;19.39;26.41;34.99;33.79;25.48;43.42;22.72;29.56;23.29;;;14.48;29.47;32.52;11.95;22.25;10.25;17.81;19.53;15.09;13.84;13.45;7.51;10.23;16.3;30.61;10.75;10.9;11.37;28.62;29.12;6.66;9.34;9.84;14.34;18.52;32.92;17.14;22;14;34;18;22;24;;;17;;19;18;24;20;19;13;17;10
NO2;uur;µg/m³;20101121 19:00;20101121 20:00;41;24.1;29.6;22.8;22.3;20.5;16.7;27;27.9;21;30.2;32.49;16.95;44.91;48.8;49.26;31.22;18.88;19.85;21.77;32.75;18.79;18.65;21.24;22.52;21.78;29.88;23.99;41.64;20.78;23.4;17.69;;;11.19;28.61;29.6;11.82;20.8;8.28;15.55;21.54;16.56;14.42;13.09;9.59;9.35;18.7;28.54;10.94;12.2;10.47;29.78;22.51;7.62;10.6;11.69;20.26;17.54;28.59;19.1;23;15;34;19;23;25;18;23;14;13;17;17;20;19;19;14;19;12
NO2;uur;µg/m³;20101121 20:00;20101121 21:00;38.6;23.4;27.8;21.6;20.9;18.4;16.8;26.2;27.1;19.6;36.9;20.93;16.84;36.58;43.13;44.61;25.86;14.38;14.79;19.87;30.15;19.41;16.65;21.44;20.13;16.1;22.74;22.06;18.4;19.57;22.66;19.7;;;12.72;24.93;29.13;13.37;24.27;13.2;18.13;20.13;16.59;14.09;12.2;10;9.15;19.51;27.01;9.94;11.83;10.99;33.9;22.11;7.61;12.14;14.86;17.62;16.93;24.26;17.42;19;15;34;19;25;25;18;22;19;15;15;15;25;18;18;18;19;14
NO2;uur;µg/m³;20101121 21:00;20101121 22:00;38.8;21.2;26.5;19.9;19.6;17.5;16.1;25.9;24.3;19.3;36.6;22.89;17.46;37.5;35.83;35.27;25.01;12.49;14.68;19.51;24.61;15.17;15.56;17.87;20.15;14.83;18.62;20.66;16.78;20.26;23.03;16.32;;;18.34;25.09;28.79;14.59;19.94;15.36;16.47;18.26;14.37;13.77;9.79;11.91;9.41;17.21;23.16;10.6;11.59;10.35;32.3;22.32;7.31;12.42;14.91;13.46;14.34;24.13;15.38;18;15;32;19;22;20;18;20;;16;;;24;;17;18;15;14
NO2;uur;µg/m³;20101121 22:00;20101121 23:00;19.7;25.2;18.6;20.7;19.7;13.6;14.3;23;25.2;17.2;23.9;21.97;16.02;27.29;28.41;27.22;24.47;12.59;11.93;18.51;23.38;14.2;14.37;17.17;20.49;13.89;17.57;20.39;16.09;15.09;18.51;13.38;;;13.29;22.95;25.94;15.41;16.46;14.26;18.27;19.13;18.01;15.4;8.6;12.04;8.9;16.52;19.68;11.45;10.39;10.56;28.93;20.64;7.67;9.97;12.52;11.59;10.78;23.9;13.37;19;16;28;20;21;27;18;21;17;16;19;17;22;18;16;16;16;14
NO2;uur;µg/m³;20101121 23:00;20101122 00:00;16.1;21.9;14.8;14.7;12.9;11.4;11.7;17.3;19.8;14.1;17.6;18.35;14.22;32.47;32.12;31.4;25.19;12.82;10.94;18.06;22.09;12.58;12.87;16.74;20.85;13.03;16.79;17.9;13.52;13.14;14.13;9.9;;;11.83;21.61;19.99;12.53;18.18;12.89;17.69;19.1;16.17;16.83;7.9;10.13;9.48;14.78;18.2;11.39;9.75;10.26;25.15;19.45;8.41;8.79;11.73;10.32;7.94;20.7;11.9;19;15;24;18;19;19;17;20;18;14;17;17;20;18;16;13;17;12
NO2;uur;µg/m³;20101122 00:00;20101122 01:00;26.6;13.3;12.7;11.7;10.8;8.9;10.3;14.2;14.9;14;16.7;29.87;;;28.35;25.54;26.41;;;12.1;13.9;11.73;12.27;25.49;14.46;9.25;26.36;11.16;25.12;11.02;10.3;10.89;;;9.87;14.07;14.85;10.96;15.36;12.38;12.05;15.04;10.99;14.08;;;11.53;;14.07;12.7;7.85;9.15;15.54;;9.71;10.26;8.96;15.98;7.45;16.01;10.1;16;12;20;16;17;19;14;15;14;12;13;11;18;15;15;11;15;10
NO2;uur;µg/m³;20101122 01:00;20101122 02:00;33.1;13.4;18.4;12.1;10.8;8.4;11.2;13.5;14.7;12.1;17;27.41;12.34;;19.54;21.2;21.25;11.67;9.6;12.27;12.97;10.5;10.28;17.39;12.04;9.52;23.15;11.37;25.68;14.66;10.67;9.21;;;10.12;12.6;14.55;11.58;15.75;10.41;11.29;9.89;7.87;10.14;10.9;7.7;9.96;;15.09;11.02;8.01;8.18;16.8;;7.13;10.68;7.43;13.8;7.07;14.95;9.38;14;12;18;14;18;;13;14;9;11;14;13;16;13;14;12;14;11
NO2;uur;µg/m³;20101122 02:00;20101122 03:00;22.1;17.6;14.8;11.5;10.7;11.8;10.1;13.7;14.3;11.3;20.1;22.05;11.17;;16.15;16.95;19.56;10.43;8.8;10.45;12.14;8.92;9.47;12.66;11.44;9.07;14.41;10.43;29.15;13.65;9.65;9.72;;;13.7;11.74;13.82;12.88;16.54;7.72;12.29;9.07;7.04;9.92;11.92;7.25;7.46;9.84;11.93;11.11;7.66;6.67;16.87;11.36;6.75;10.89;5.88;12.13;12.26;15.78;7.87;14;12;19;;18;17;14;15;11;12;11;14;18;15;16;11;15;11
NO2;uur;µg/m³;20101122 03:00;20101122 04:00;28.9;13.6;;;;11.1;;11.7;;11.1;18.1;19.14;9.23;;14.77;14.8;19.1;9.43;7.43;9.51;12.5;9.4;10.56;19.51;10.31;8.32;11.79;11.23;33.2;14.29;9.61;13.1;;;11.33;11.85;13.48;12.51;16.69;6.44;12.07;8.76;5.74;9.06;9.04;9.77;7.82;8.68;10.8;8.44;6.91;4.15;21.19;14.44;6.29;8.91;5.55;7.04;11.18;16.47;12.85;;12;18;14;17;15;13;16;14;10;11;13;17;14;13;10;14;10
NO2;uur;µg/m³;20101122 04:00;20101122 05:00;32.2;16.3;17.1;9.6;9.4;10.2;11.7;13.5;15.7;13.2;22.6;14.83;7.76;;20.7;17.52;16.66;10.14;7.66;9.04;11.65;8.05;10.29;20.75;9.92;9.6;11.46;10.44;31.39;13.98;12.6;9.56;;;10.21;10.7;15.05;10.85;15.37;5.7;12.08;9.69;6.5;9.88;8.74;9.22;7.08;9.42;11.53;11.3;7.86;5.13;12;8.83;7.14;7.91;5.93;7.66;11.31;14.09;8.18;16;11;22;14;17;17;13;17;12;11;11;11;17;13;16;10;13;9
NO2;uur;µg/m³;20101122 05:00;20101122 06:00;32.3;20.8;21.3;14.8;14.4;11.7;12.1;18.4;25.3;13.6;27.8;13.61;6.83;;24.59;17.37;17.59;9.42;8.74;8.17;12.24;8.02;13.14;22.88;10.19;8.18;12.42;15.07;40.87;16.6;17.1;13.58;;;11.28;18.44;19.27;11.55;16.42;7.08;12.76;12.84;12.3;13.28;10.35;8.4;8.13;10.45;15.74;11.18;8.53;6.49;15.05;10.76;7.29;7.41;7.25;8.43;7.3;11.71;7.25;19;12;37;16;19;18;15;20;16;11;12;10;18;15;16;14;12;10
NO2;uur;µg/m³;20101122 06:00;20101122 07:00;37.8;30.3;25.8;23.6;19.6;15.4;14.6;26.4;35.2;25.4;30.2;16.21;6.97;;27.23;19.41;20.24;11.33;7.85;13.92;19.15;12.41;19.65;22.82;13.62;10.82;11.33;20.28;37.27;23.31;22.33;17.68;;;13.75;26.29;27.83;15.62;37.91;7.92;18.34;26.23;18.53;17.67;16.57;7.27;11.15;17.11;31.82;12.23;7.69;10.26;40.76;22.17;7.85;8.33;10.35;7.4;9.66;17.42;5.65;;18;63;21;22;20;22;26;19;15;19;14;26;20;20;;20;18
NO2;uur;µg/m³;20101122 07:00;20101122 08:00;37.7;37;29;38.1;23.7;20;24.8;35.7;42.4;33.3;36.4;19.13;9.46;;40.46;28.49;20.91;14.73;8.09;19.68;35.15;14.62;20.72;24.6;19.09;11.61;12.21;25.85;47.63;27.07;31.79;21.72;;;18.88;43.38;38.22;19.05;58.77;9.38;22.7;32.05;21.01;13.91;22.99;10.09;10.56;19.62;44.45;11.62;12.35;9.99;49.16;27.84;8.1;10.74;12.99;10.98;12.28;26.78;5.54;34;20;64;30;28;35;26;33;20;21;25;22;31;27;18;31;30;27
NO2;uur;µg/m³;20101122 08:00;20101122 09:00;42.6;39;32.2;43.7;26.3;24.4;24.8;36.1;45;31.8;37.3;21.94;13.02;;60.08;39.33;22.57;19.75;11.01;;27.09;22.7;21.42;32.76;25.43;15.71;16.04;27.82;45.68;32.54;33.86;29.93;;;20.92;36.35;37.92;24.57;60.85;9.78;27.91;39.21;26.11;18.84;18.6;15.76;8.98;22.29;47.78;15.16;18.86;12.11;63.57;35.16;11.64;10.75;15.16;13.31;12.42;46.69;6.52;44;26;73;36;29;40;28;40;19;20;26;25;31;27;24;24;32;25
NO2;uur;µg/m³;20101122 09:00;20101122 10:00;39.2;35.6;39.3;38.4;32.9;23.3;29.2;31.9;50;26.3;30.9;17.11;12.71;;49.74;39.14;21.2;22.26;17.93;;29.73;18.22;19.1;29.35;24.19;14.99;14.94;28.77;35.99;35.26;33.55;22.11;;;15.81;39.45;36.62;29.49;55.89;8.28;32.77;34.91;23.93;20.54;16.71;14.25;12.19;20.3;42.34;17.76;19.54;10.79;55.96;37.73;10.62;11.84;10.7;13.09;14.56;41.17;5.96;44;24;70;32;35;43;31;35;24;26;26;21;34;30;33;27;29;24
NO2;uur;µg/m³;20101122 10:00;20101122 11:00;34.6;32.8;35.8;39.6;22.8;20.7;18.4;32.8;38.6;21.7;30.2;18.59;14.9;;39.12;36;17.46;17.47;13.42;22.66;29.73;15.16;17.75;25.3;21.36;17.59;20.07;25.34;38.4;28.33;20.57;21.6;;;15.93;36.71;34.35;23.32;48.87;7.44;27.74;25.43;19.99;17.44;15.07;13.83;16.12;23.5;38.5;25.65;15.51;8.23;53.09;26.88;12.37;11.11;5.76;12.95;12.91;38.16;6.53;29;20;66;28;28;43;24;28;15;25;19;16;36;37;27;19;23;19
NO2;uur;µg/m³;20101122 11:00;20101122 12:00;36.1;33.2;32.3;40.5;25.4;18.7;22.1;28.8;38.5;25.6;25.7;16.23;12.65;;44.11;37.14;18.59;17.22;11.15;22.83;32.94;17.64;18.39;26.26;18.27;16.46;15.76;29.98;32.21;28.74;24.32;18.25;;;14.46;47.03;;20.09;45.37;4.9;27.57;25.49;17.2;15.77;19.29;10.42;12.2;18.08;28.92;16.28;13.44;8.31;39.09;20.56;10.99;11.09;4.74;9.7;9.59;22.66;4.74;32;18;67;28;28;42;27;27;14;21;19;13;31;29;26;20;23;18
NO2;uur;µg/m³;20101122 12:00;20101122 13:00;34.5;35.4;35.5;40.8;25.9;16.4;19.4;23.9;38;27.4;33.2;16;13.2;;40.11;35.63;18.63;17.89;10.14;29.98;32.66;17.54;24.59;27.51;19.2;13.52;17.32;31.47;32.2;26.63;22.01;20.54;;;12.26;47.94;;20.21;48.95;4.97;26.77;21.82;14.82;14.54;17.47;8.38;10.94;20.45;31.96;15.38;10.73;11.34;46.82;23.52;9.22;8.34;4.51;8.84;7.87;33.1;5.59;30;17;63;31;26;41;21;27;13;17;19;11;26;21;24;17;17;13
NO2;uur;µg/m³;20101122 13:00;20101122 14:00;33.4;35.3;30.1;30;20.7;18.9;18.9;24.5;41.3;28.8;30.5;18.5;12.56;;35.05;29.73;19.7;15.18;13.26;33.41;30.59;19.74;26.25;28.96;19.91;23.94;18.78;24.93;39.38;26.77;24.11;20.1;;;9.5;38.39;23.78;17.03;48.04;5.16;23.99;30.87;14.75;14.6;18.06;9.7;10.75;17.59;27.58;11.94;9.86;9.65;42.17;20.75;10.28;7.53;4.57;7.45;18.33;18.85;4.99;36;17;64;25;25;42;21;27;14;14;15;9;26;21;23;16;20;12
NO2;uur;µg/m³;20101122 14:00;20101122 15:00;34.2;32.7;32.3;36.7;28;19.6;24.8;27.2;;26;32.4;17.59;16.26;;41.57;34.32;21.85;17.56;21.37;37.59;30.98;20.71;25.65;27.14;20.88;31.73;22.39;26.42;37.52;31.23;23.48;24.67;;;10.11;40.4;28;20.1;55.71;5.85;29.08;31.65;19.18;18.95;15.08;8.83;16.44;22.81;33.85;21.13;10.64;10.71;54.16;23.92;10.06;10.04;6.11;6.64;18.6;38.86;7.46;34;19;77;29;27;57;26;32;16;18;21;10;31;23;26;22;22;15
NO2;uur;µg/m³;20101122 15:00;20101122 16:00;37.9;39.9;35.4;45.6;31.9;21.2;31;39.8;;34.9;33.8;20.14;16.05;;38.62;29.86;25.7;21.54;26.65;44.36;44.34;29.1;24.48;22.14;34.65;33.18;23.98;31.87;45.33;36.14;38.54;30.47;;;10.52;50.45;41.26;24.53;63.72;6.89;32.04;27.08;29.22;19.29;14.69;10.6;18.18;24.3;32.89;20.78;12.6;12.92;68.37;32.29;9.66;13.1;7.39;8.94;6.23;29.55;6.33;86;27;80;34;35;51;34;32;24;24;28;11;36;28;30;27;29;22
NO2;uur;µg/m³;20101122 16:00;20101122 17:00;44.5;50.9;46.7;40;37.5;31.3;45.4;57.5;61.8;64.2;40;28.78;14.86;;49.56;36.55;29.64;21.46;24.19;54.45;50.33;27.2;31.37;34.04;42.64;42.99;22.21;42.19;50.98;43.7;60.01;41.26;;;11.99;57.85;55.6;30.49;67.31;10.52;38.64;41.75;36.15;28.91;24.48;15.2;26.53;29.08;55.93;50.5;18.49;16.78;68.09;34.74;9.52;10.33;7.06;10.01;7.66;39.14;9;66;35;84;44;41;62;45;46;31;30;35;10;48;39;38;23;26;22
NO2;uur;µg/m³;20101122 17:00;20101122 18:00;55.1;56.7;53.5;51.6;49.2;40.6;58;81.8;63.3;94.7;61.2;36.84;18.4;;59.1;54.9;26.62;31.07;19.5;50.93;58.89;32.36;52.92;41.28;35.38;47.35;24.25;45.92;58.44;59.53;61.61;47.64;;;16.25;56.64;78.81;37.36;61.13;9.59;42.06;40.69;33.3;33.99;37.1;18.46;33.29;43.51;55.7;75.14;18.76;27.25;67.13;37.54;12.52;12.14;7.63;14.82;5.43;33.66;7.65;56;40;57;39;42;51;42;46;24;29;31;10;47;39;45;27;22;28
NO2;uur;µg/m³;20101122 18:00;20101122 19:00;54;55.1;58.8;57.7;55.4;53.5;64.1;88.8;69.4;92;63.7;32.21;21.1;;47.24;48.05;35.34;32.78;27.07;49.3;50.2;39.51;49.93;46.4;29.73;54.59;29.73;38.85;44.17;70.59;57.7;54.25;;;22.5;42.07;80.93;37.91;67.39;6.15;41.24;46.8;29.2;26.47;39.23;22.83;39.19;40.24;51.4;34.8;18.46;31.61;67.27;38.12;17.56;14.72;6.52;17.45;4.82;26.19;5.61;48;39;54;40;44;51;38;49;30;35;32;11;49;44;47;30;30;34
NO2;uur;µg/m³;20101122 19:00;20101122 20:00;51.1;50.7;53.3;50.1;49.3;47;75;78.4;60.8;81.2;60.3;32.1;24.65;;34.08;36.71;34.22;41.93;31.7;41.63;33.85;40.69;44.98;54.28;31.61;61.24;31.61;35.86;43.15;63.4;49.97;54.89;;;24.38;37.41;81.2;35.59;60;5.4;38.25;33.44;22.09;23.51;37.14;16.92;35.09;37.32;46.46;54.87;18.99;27.53;63.55;37.97;17.86;11.2;7.35;12.51;4.01;20.26;4.29;51;41;55;37;45;48;39;48;34;35;40;10;47;43;48;31;34;29
NO2;uur;µg/m³;20101122 20:00;20101122 21:00;41.1;38.5;47.2;45.6;46.9;40.6;57.5;75.9;55.8;86.7;49.2;27.13;29.47;;31.82;30.94;35.44;44.43;34.45;43.37;44.44;38.12;50.47;56.35;38.9;55.01;38.98;41.07;34.73;57.43;45.35;48.44;;;18.73;48.33;78.13;33.88;51.38;5.17;37.13;21.08;22.17;19.09;34.92;13.56;35.64;23.27;40.3;65.65;18.55;28.52;42.33;37.34;16.89;7.82;6.46;7.97;3.58;25.13;3.03;52;38;51;36;45;47;37;46;32;36;39;10;48;38;54;24;27;24
NO2;uur;µg/m³;20101122 21:00;20101122 22:00;41.3;41.5;45.3;44.9;45.2;44.2;52.8;66.4;52;62.1;46.5;22.65;32.81;;32.23;30.23;39.13;42.17;34.56;42.11;44.45;37.82;43.53;51.04;41.87;50.49;39.5;39.87;41.55;54.3;41.55;44.47;;;13.35;42.39;70.09;35.26;48.01;3.73;35.14;15.92;13.82;13.54;33.56;10.96;45.01;23.62;34.51;59.67;16.66;25.12;44.08;33.78;15.56;7.26;6.36;5.69;3.6;22.33;3.18;46;30;53;40;41;44;38;54;28;35;31;7;54;39;53;24;21;21
NO2;uur;µg/m³;20101122 22:00;20101122 23:00;42.8;39.7;42.7;46.9;43.8;46;47.1;56.2;49.7;65.9;49.2;21.15;32.51;;31.01;28.22;44.55;39.73;31.78;38.91;43.23;37.77;45.14;48.81;39.55;44.35;34.54;35.22;33.58;52.39;39.29;44.32;;;16.4;28.16;63.89;31.98;45.65;2.85;33.75;15.87;14.39;12.35;38.24;7.84;43.2;18.2;34.8;60.42;18.27;18.15;36.8;32.36;11.11;6.06;2.77;4.42;2.58;19.29;1.85;40;26;47;39;39;42;38;47;33;33;26;5;;27;51;16;25;21
NO2;uur;µg/m³;20101122 23:00;20101123 00:00;41.5;36.5;41.1;48;40;44.5;47.1;58.5;43.3;69.7;53.5;26.1;32.73;;27.95;27.23;44.52;37.94;32.82;38;47.04;38.1;44.78;47.83;36.58;46.93;33.26;38.27;51;48.85;40.94;45.21;;;23.57;34.18;68.5;19.69;32.14;2.92;24.45;16.55;11.69;9.95;33.41;5.06;40.38;13.23;27.76;51.47;18.21;12.67;37.42;31.19;8.57;5.59;1.18;4.08;2.55;14.37;1.75;26;21;39;31;27;36;33;36;19;20;33;4;38;20;41;17;16;14
NO2;uur;µg/m³;20101123 00:00;20101123 01:00;42;36;37.4;41.5;36.1;45.1;46.1;51.7;41.1;;40.6;30.33;27.25;;26.68;28.07;42.12;;;32.79;33.33;25.84;39.64;41.62;34.1;41.87;32.65;25.51;23.24;39.41;33.85;37.06;;;;33.93;52.94;;34.63;2.16;21.35;17.34;7.27;5.8;32.53;;30.92;;23.5;38.54;8.75;7.76;24.01;19.09;8.24;3.53;0.77;3.68;0.99;9.63;3.98;30;18;43;27;;34;39;36;18;24;24;4;34;19;40;16;18;17
