Export;EXP-2023-01 (20230707 08:36);;;StationsCode;NL01483;NL01485;NL01486;NL01487;NL01488;NL01489;NL01491;NL01493;NL01494;NL01495;NL01496;NL10107;NL10131;NL10133;NL10136;NL10137;NL10227;NL10230;NL10235;NL10236;NL10237;NL10241;NL10245;NL10246;NL10247;NL10301;NL10318;NL10404;NL10411;NL10418;NL10433;NL10437;NL10442;NL10444;NL10445;NL10448;NL10520;NL10537;NL10538;NL10544;NL10547;NL10548;NL10549;NL10620;NL10631;NL10633;NL10636;NL10639;NL10641;NL10644;NL10722;NL10738;NL10741;NL10742;NL10807;NL10818;NL10918;NL10929;NL10934;NL10937;NL10938;NL49002;NL49003;NL49007;NL49012;NL49014;NL49017;NL49019;NL49020;NL49021;NL49022;NL49551;NL49553;NL49561;NL49564;NL49565;NL49701;NL49703;NL49704
NO2;uur;µg/m³;20110101 11:00;20110101 12:00;46.6;32.8;42.9;39.9;31.2;38.5;28.8;30.3;23.2;30.1;11.2;36.62;19.87;;35.17;33.17;35.37;13.53;22.33;32.58;40.02;;29.04;22.96;31.72;17.26;12.8;24.55;29.62;28.96;27.87;18.68;37.7;9.96;28.01;33.48;21.82;50.05;;36.92;16.43;19.07;15.5;14.35;7.23;8.52;27.28;27.12;28.78;;19.4;9.8;28.2;21.88;4.19;6.84;2.08;2.68;2.63;14.56;5.43;37;13;25;30;22;34;41;20;16;4;44;5;15;61;42;8;6;7
NO2;uur;µg/m³;20110101 12:00;20110101 13:00;69.8;29.5;39.2;32.2;28;38.8;33.8;31;17.7;39.1;5.2;34.78;19.07;;35.79;33.61;33.69;15.19;22.96;32.72;41.81;;19.3;22.87;30.45;13.03;14.38;12.26;24.27;19.14;30.31;18.48;24.61;6.02;26.64;30.6;13.23;44.37;;28.62;14.78;14.69;10.41;9.79;7.15;11.69;25.2;31.07;32.87;;12.43;6.87;37.03;29.93;3.19;5.88;3.75;2.4;3.15;10.3;4.44;24;12;23;30;15;30;31;18;11;4;40;1;12;16;29;7;6;5
NO2;uur;µg/m³;20110101 13:00;20110101 14:00;31.2;20.9;35.1;25.2;14.9;13.5;21.9;22.4;11.3;31.9;12.7;33.83;18.13;;36.49;33.2;32.01;18.38;18.16;26.47;37.7;;18.66;22.11;27.01;8.14;12.5;17.82;14.33;13.64;16.87;14.47;14.18;3.37;29.44;23.94;9.08;47.32;;26.33;10.38;12.89;6.84;5.21;5.21;8.26;13.05;21.31;38.12;;10;7.28;40.91;33.97;1.77;5.71;2.69;2.62;2.19;12.21;5.79;23;10;26;27;11;21;30;14;7;2;25;2;10;27;22;3;3;3
NO2;uur;µg/m³;20110101 14:00;20110101 15:00;45.1;25.4;29.5;29.9;17.5;18.9;25.2;35.2;13.7;31.3;4.5;34.21;18.41;;37.54;34.79;31.12;16.85;20.36;36.31;35.14;;9.42;10.22;21.23;6.3;14.82;17.04;12.24;15.01;20.46;12.87;16.14;3.84;23.99;32.59;8.62;54.47;;23.7;10.83;12.23;5.72;7.35;6.37;13.01;13.78;22.61;41.41;;7.87;5.88;43.13;34.77;1.22;7.62;4.87;1.99;4.47;17.67;3.55;19;10;26;23;12;26;;;6;;55;1;13;37;33;5;3;2
NO2;uur;µg/m³;20110101 15:00;20110101 16:00;44.3;27.6;30.7;32.1;18.6;14.1;20.8;31.1;11.9;28.4;4.1;38.42;21.96;;41.86;37.78;34.26;9.95;13.54;38.76;42.11;;14.08;12.69;19.98;6.2;18.71;16.73;10.97;16.05;21.05;14.65;11.97;3.42;33.34;39.53;8.28;72.54;;27.05;12.77;18.53;9.26;6.13;5.73;12.49;13.59;27.96;42.86;;6.86;6.38;48.53;39.39;3.16;10.49;4.62;2.06;4.69;18.21;9.2;26;10;36;36;19;27;33;21;6;9;62;1;14;31;22;8;3;4
NO2;uur;µg/m³;20110101 16:00;20110101 17:00;34.9;33.8;30.5;37.4;24.6;19.1;30.9;42.1;18.6;27.7;4.2;39.46;25.24;;42.66;41.25;32.62;17.79;15.32;57.91;57.89;;11.44;17.9;18.68;11.1;8.92;14.8;9.29;20.45;15.37;24.62;18.51;5;34.18;54.07;15.56;76.93;;35.32;17.37;20.56;10.13;11.79;6.97;20.7;15.48;26.93;46.06;;6.93;7.32;40.31;35.44;2.73;11.36;3.29;3.6;3.11;22.4;7.09;36;14;31;28;24;33;45;26;9;5;67;0;17;31;30;12;7;5
NO2;uur;µg/m³;20110101 17:00;20110101 18:00;61;35.6;59.1;57.9;31;27.2;30;68.7;21.9;46.5;4;40.87;7.44;;47.15;43.12;30.01;16.99;14.47;57.79;61.11;;19.63;23.46;19.44;14.42;12.94;15.41;36.27;29.06;29.21;28.75;27.23;3.57;37.27;74.91;22.96;62.85;;46.54;19.37;23.86;13.68;11.93;5.86;26.71;26.36;34.29;43.52;;7.71;9.95;42.95;41.6;5.47;12.26;3.89;4.51;2.68;16.98;5.32;39;17;41;30;33;42;48;34;;4;;;22;;42;12;5;6
NO2;uur;µg/m³;20110101 18:00;20110101 19:00;82.6;45.3;61.9;58.1;31.9;50.6;32;61.9;21.7;50.4;2.7;39.08;14.4;;44.91;42.22;29.92;21.01;14.84;69.7;67.94;;22.73;25.8;21.6;10.64;18.21;10.24;36.82;35.92;65.91;36.03;32.01;2.62;27.05;67.59;19.19;60.57;;45.82;21.49;23.3;15.4;12.52;8.68;30.55;31.38;36.32;46.22;;6.44;7.95;38.87;35.37;2.97;9.63;3.19;3.57;2.74;18.64;5.66;38;16;37;26;30;36;44;32;20;5;61;1;18;46;50;9;8;6
NO2;uur;µg/m³;20110101 19:00;20110101 20:00;49.1;44.1;41.8;47.7;31.5;42.9;34.5;53.3;20.9;26.9;2.3;43.98;18.23;;52.88;42.77;28.4;21.34;16.57;41.91;43.95;;26.61;26.48;20.45;5.64;16.95;11.31;39.74;24.47;22.63;38.76;59.85;1.16;29.74;58.41;16.23;69.85;;42.24;21.6;23.67;13.73;12.61;13.21;16.92;36.52;43.52;44.26;;6.21;11.73;33.39;32.85;3.05;10.63;4.81;3.03;2.72;19.74;8.07;37;14;42;30;28;37;41;30;21;10;57;1;19;43;48;11;4;6
NO2;uur;µg/m³;20110101 20:00;20110101 21:00;76.7;48.7;68.4;54.7;42.5;77.1;51.5;71;33.3;41.7;2.6;36.9;15.9;;53.92;47.8;28.54;18.94;16.51;47.97;40.85;;27.57;23.02;18.74;3.37;13.21;12.04;58.74;38.18;63.04;29.76;71.62;3.76;36.65;80.49;27.54;50.79;;38.24;36.9;26.45;23.09;13.52;11.21;22.24;37.91;53.66;39.09;;6.59;14.56;44.06;33.73;7.28;8.89;2.82;4.59;2.63;22.15;12.7;54;18;39;35;39;40;42;45;20;8;37;1;14;18;34;11;6;5
NO2;uur;µg/m³;20110101 21:00;20110101 22:00;86.1;59.4;68.2;52.8;47.2;68.6;75.3;75.1;37.8;99.3;4.4;38.59;22.29;;52.36;45.74;27.32;22.25;17.1;47.11;50.19;;22.03;28.71;19.41;7.68;7.67;14.7;50.48;41.23;77.02;36.46;68.51;1.34;38.03;77.5;34.53;60.71;;40.69;56.73;45.14;35.25;13.11;13.12;25.14;60.48;64.99;35.63;;6.45;15.32;53.95;33.74;8.39;8.15;2.71;4.18;3.35;30.99;8.32;49;22;35;31;36;;41;35;25;4;47;1;30;31;37;7;8;6
NO2;uur;µg/m³;20110101 22:00;20110101 23:00;91.7;63;89.8;50.4;46.4;70.6;72.7;77.2;56.5;101.5;4.4;32.96;22.54;;52.88;45.26;26.6;34.15;18.72;45.22;56.83;;31.39;37.49;21.2;12.51;5.52;16.41;92.67;47.09;85.46;38.45;58.59;1.03;42.17;75.48;24;42.94;;38.38;48.74;38.19;38.39;8.46;11.29;11.54;29.85;52.11;29.81;;7.57;15.67;54.21;32.2;4.43;4.79;1.52;4.38;2.25;27.19;8.87;55;14;39;;34;39;38;35;20;5;61;2;33;31;50;12;10;7
NO2;uur;µg/m³;20110101 23:00;20110102 00:00;87;72.3;90.8;63.1;56.3;65.7;69.6;78.9;42.9;63.5;2.2;33.22;22.75;;48.73;42.85;25.9;42.58;18.57;40.68;48.95;;37.37;36.28;21.49;9.01;8.88;8.46;54.62;47.86;93.34;36.93;38.3;1.35;34.46;86.5;23.02;35.92;;56.81;47.67;18.36;15.26;2.13;11.79;9.47;27.74;41.34;26.65;;8.36;19.7;45.99;31.72;1.9;3.97;2.21;4.24;1.96;20.65;7.1;45;13;30;26;34;40;51;31;24;5;70;1;31;27;28;9;4;5
NO2;uur;µg/m³;20110102 00:00;20110102 01:00;86.7;42.9;75.3;50;33.1;45.3;39.7;59.8;27.3;29.7;1.6;26.89;24.92;;55.78;30.64;26.12;17.85;;26.37;38.39;;35.74;31.93;;5.83;5.18;6.3;22.3;33.99;30.33;57.84;64.26;1.87;20.86;60.14;11.22;29.89;;37.64;37.72;;9.9;;;7.83;40.66;35.55;26.06;;5.98;15.28;51.15;;1.97;3.03;0.54;2.74;;18.45;6.98;48;8;35;23;24;34;37;28;15;10;35;2;13;24;29;5;3;6
NO2;uur;µg/m³;20110102 01:00;20110102 02:00;78.9;30.1;55.6;36.4;25.4;21.8;18.6;40.5;12.7;44.8;1.9;24.28;24.31;;49.13;26.51;28.78;7.44;15.86;21.96;27.82;;43.75;32.04;24.59;9.12;3.84;12.34;25.04;23.1;18.19;39;44.85;2.34;23.38;46;22.45;25.84;;23.5;18.98;6.06;4.58;7.05;6.03;13.53;23.23;34.81;17.38;;5.71;13.12;40.31;;3.07;2.34;0.08;2.09;0.69;12.4;3.57;41;10;26;30;24;23;36;26;14;3;35;1;11;10;18;4;8;3
NO2;uur;µg/m³;20110102 02:00;20110102 03:00;75.6;22.7;41.9;22.8;28.4;15.8;24;22.8;11.5;34.5;1.7;23.2;21.09;;25.34;25.08;26.63;13.94;15.17;20.82;19.55;;34.16;34.89;15.98;8.77;2.78;14.25;9.99;14.18;16.63;29.39;30.92;2.41;21.45;22.12;40.51;21.56;;34.74;18.11;12.83;9.1;5.84;6.26;5.75;21.19;15.22;15.75;;4.92;8.76;42.67;29.03;2.47;2.56;0.35;1.95;0.76;11.01;4.35;58;23;38;37;23;48;33;40;20;13;27;2;16;6;11;;10;5
NO2;uur;µg/m³;20110102 03:00;20110102 04:00;67.5;24.2;51.4;18.4;22.5;36.9;17.8;28.7;7.8;25.6;1.4;18.83;14.45;;25.68;24.73;23.08;21.75;11.83;13.54;16.86;;33.57;21.75;9.55;2.44;0.78;8.49;15.7;12.09;12.54;11.99;10.66;2.69;11.78;31.57;37.86;21.52;;34.59;21.29;17.88;18.38;2.75;4.47;4.16;51.52;18.74;20.87;;7.31;7.46;40.96;29.76;2.04;3.17;-0.35;2.07;1.06;13.08;4.34;38;9;32;43;32;44;33;30;27;12;30;2;17;8;16;6;9;5
NO2;uur;µg/m³;20110102 04:00;20110102 05:00;80.4;31.6;63.7;30.4;33.1;65.7;53.6;53.1;15.4;39.9;1.6;16.87;10.75;;22.36;21.24;20.86;16.63;8.18;15.35;19.68;;23.42;8.65;12.92;2.04;4.5;16.63;14.45;20.26;27.81;25.05;33.19;2.85;9.47;51.92;18.32;12.95;;28.65;21.35;10.97;12.13;3.34;6.51;5.77;40.02;18.47;19.47;;6.46;7.07;35.9;27.58;2.02;3.3;0.17;1.75;0.76;14.22;5.09;44;8;23;32;23;26;35;20;14;4;24;1;14;4;11;5;10;3
NO2;uur;µg/m³;20110102 05:00;20110102 06:00;79.6;32.4;63.2;32.4;29.8;63.2;38.2;50.2;13.5;44;1.8;20.2;10.58;;20.8;19.46;19.83;16.36;8.78;17.6;16.92;;21.72;16.78;14.42;2.49;2.38;17.04;32.44;28.66;32.02;19.85;37.14;1.34;10.7;54.25;20.75;9.29;;22.6;13.99;8.02;5.89;6.78;6.04;7.37;16.82;21.62;29.55;;4.08;8.89;30.93;21.9;1.27;3.42;0.95;1.74;0.75;16.48;4.38;40;8;25;24;18;22;29;19;14;9;16;1;10;6;9;4;8;2
NO2;uur;µg/m³;20110102 06:00;20110102 07:00;77.2;32.9;70.6;25.4;30.8;67.9;26.6;31.3;19.6;28;2.9;17.67;11.78;;22.88;20.25;22.92;11.42;12.42;15.55;20.6;;19.02;18.44;15.41;2.57;3.78;7.73;18.05;20.55;33.38;36.65;50.97;1.37;12.63;30.43;10.02;14.44;;18.48;22.26;9.61;7.18;9.66;5.92;6.38;19.66;20.21;21.62;;3.52;5.76;30.72;23.76;1.32;3.55;1;1.4;1.12;17.56;6.39;24;7;25;20;16;18;26;22;13;5;35;1;11;9;14;7;6;4
NO2;uur;µg/m³;20110102 07:00;20110102 08:00;65.9;29.5;51.4;26.5;21.3;22.1;20.8;22.7;11.3;23.9;1.1;18.73;12.35;;27.69;25.58;23.63;14.68;11.16;20.19;31.55;;29.12;19.62;11.66;4.01;3.01;8.97;23.01;10.66;22.74;27.45;37.95;1.73;20.04;23.64;35.7;34.32;;37.96;23.87;18.8;15.3;5.57;6.74;6.34;17.62;15.61;18.29;;3.77;4.06;55.03;36.89;4.2;3.68;0.41;1.96;0.87;14.61;7.48;54;15;39;43;29;40;44;41;18;8;43;1;16;27;25;9;4;6
NO2;uur;µg/m³;20110102 08:00;20110102 09:00;71.2;32.1;61.6;40;29.1;40.4;42.7;35.5;21.4;26;2.9;19.05;11.68;;31.71;29.06;20.46;18.13;9.62;20.42;36.24;;26.16;19.36;14.39;2.73;3.17;20.2;39.62;16.06;29.17;30.46;38.03;1.56;18.7;38.34;28.93;38.47;;35.37;30;26.81;23.78;4.55;6.47;6.27;45.49;32.23;31.99;;6.95;22.69;43.14;39.56;2.56;3.06;0.43;2.09;0.85;15.52;9.1;61;21;36;35;45;43;57;38;30;8;30;2;26;27;34;11;11;9
NO2;uur;µg/m³;20110102 09:00;20110102 10:00;75.3;34.3;76.6;34.1;29.7;35.5;60.9;58.9;32.1;80.2;2.7;24.39;13.66;;29.75;26.95;22.55;22.11;12.65;23.87;33.72;;26.3;19.36;14.21;3.01;6.31;36.19;65.55;26.52;53.57;32.6;37.72;1.95;31.02;55.59;49.68;56.08;;63.89;35.3;21.68;13.8;5.88;5.78;8.74;35.89;41.24;51.5;;5.36;9.27;50.06;38.28;4.38;5.03;0.54;2.21;0.68;17.45;8.73;70;23;35;51;40;61;65;59;23;14;50;2;59;24;39;18;11;10
NO2;uur;µg/m³;20110102 10:00;20110102 11:00;79.1;52.1;87.7;50.1;49.1;36.5;67.9;72.9;53.9;54;2.8;26.3;12.85;;33.87;27.21;20.37;24.04;9.34;33.77;33.7;;24.02;21.19;13.23;3.71;5.06;22.99;47.22;33.62;76.46;40.17;40.62;2.07;29.16;78.53;49.54;36.18;;42.56;28.07;24.84;16.57;12.11;4.66;7.92;37.09;41.25;60.16;;6.57;7.44;50.36;32.9;2.68;3.82;0.94;2.63;1.76;21.19;9.3;57;29;32;41;34;41;50;25;42;9;27;1;42;29;39;13;9;8
NO2;uur;µg/m³;20110102 11:00;20110102 12:00;42.7;37.6;53.3;36.9;29.5;28.9;39.6;38.5;24.9;22.8;2.5;29.15;12.32;;27.9;27.28;21.15;27.42;11.18;30.94;29.66;;27.32;22.53;15.33;5.02;3.22;9.96;15.41;24.29;21.63;37.89;30.5;2.47;21.51;38.65;24.57;45.89;;27.26;27.97;31.3;22.83;8.36;5.79;8.63;50.99;42.92;55.69;;5.81;10.63;35.69;21.18;2.38;3.72;0.93;2.37;3.34;25.59;8.53;33;11;26;30;26;28;31;22;19;3;25;2;28;34;15;8;6;6
NO2;uur;µg/m³;20110102 12:00;20110102 13:00;45.6;28.1;24.5;26.9;20.1;28.2;28.3;36.7;12.7;23.7;2.8;28.78;12.2;;34;29.17;23.48;24.68;12.11;30.17;33.43;;36.06;23.18;15.59;4.55;3.14;18;22.06;13.5;19.11;14.96;18.59;2.82;29.72;36.97;15.8;48.51;;26.91;24.68;12.91;9.79;7.59;9.55;5.05;31.84;31.4;58.07;;5.3;10.09;39.38;19.47;2.84;3.39;1.56;2.42;2.14;19.54;10.94;35;8;23;21;22;27;30;21;14;3;20;2;20;27;19;5;11;4
NO2;uur;µg/m³;20110102 13:00;20110102 14:00;51.6;22.8;28;31.6;18.6;30.8;32.2;35.4;14.1;27.6;3.9;27.46;10.94;;41.39;34.88;22.5;17.49;11.07;26.7;34.83;;20.83;23.84;14.59;3.42;2.4;18.26;17.8;19.84;18.7;15.33;13.88;2.74;39.15;36.19;12.11;63.62;;21.76;12.83;10.57;5.33;5.44;7.07;4.03;22.5;29.78;46.93;;5.29;8.42;38.78;19.53;3.59;3.87;1.47;4.08;2.61;14.44;8.71;28;8;27;17;19;25;27;18;11;2;43;1;21;12;18;5;7;3
NO2;uur;µg/m³;20110102 14:00;20110102 15:00;46.8;24.6;30.1;39.9;24.2;34.3;40.8;48.5;17.3;26.3;6.3;27.09;10.75;;47.06;36.79;21.22;15.33;6.29;28.17;28.28;;14.23;18.19;13.34;3.34;2.8;17.24;21.44;23.76;20.89;14.49;12.26;1.6;46.34;44.4;16.12;61.37;;25.58;13.37;10.89;4.87;4.99;4.57;4.83;15.33;36.44;43.74;;5.1;5.14;47.61;29.36;4.27;4.27;1.31;3.68;0.84;15.15;7.98;27;12;25;23;27;27;31;22;15;4;33;2;24;41;32;7;13;5
NO2;uur;µg/m³;20110102 15:00;20110102 16:00;60.8;31.4;31.1;42;25.7;21.9;34;48.8;18.4;28.8;6.8;31.38;13.21;;53.88;41.33;22.35;10.97;5.49;30.93;35.37;;18.02;15.35;17.06;4.83;2.52;36.93;20.53;25.53;24.96;18.41;14.33;2.79;47.16;45.55;21.79;59.69;;32.29;12.55;15.43;7.16;5.01;5.08;5.45;16.77;40.33;46.53;;8.18;4.42;56.04;35.54;3.91;4.78;1.02;4.91;1.71;16.88;6.62;46;14;37;22;30;37;40;31;17;6;24;1;31;29;26;12;13;7
NO2;uur;µg/m³;20110102 16:00;20110102 17:00;77.1;44;64.8;71.4;40.3;56.8;68.2;85.1;30.4;38.8;10.8;41.38;14.69;;62.78;53.26;24.6;23.02;15.32;58.82;48.81;;21.98;29.05;18.63;5.06;5.81;31.89;52.31;35.79;52.86;26.8;29.88;2.46;64.77;78.25;29.44;59.04;;38.46;42.49;30.41;21.47;7.09;8.18;7.19;36.2;57.2;62.93;;8.24;5.04;47.03;27.93;3.82;4.5;0.75;3.51;0.92;21.94;9.82;47;21;30;34;34;38;38;31;26;6;30;2;25;28;19;11;14;5
NO2;uur;µg/m³;20110102 17:00;20110102 18:00;81.5;53.8;86;85;46.9;105.7;78.2;94.9;60.6;55.8;12.5;45.42;17.15;;64.4;59.15;25.47;25.97;10.26;54.63;45;;23.51;20.9;28.58;5.59;3.52;55.76;68.93;48.21;70.37;46.01;72.17;1.44;68.12;101.58;50.15;50.41;;50.11;40.67;43.34;48.55;8.93;7.06;12.01;78.6;49.3;58.77;;6.03;9.64;52.8;33.82;4.09;4.14;0.95;3.33;1.9;20.43;11.37;71;23;41;37;49;58;43;59;29;18;15;2;17;35;21;14;21;9
NO2;uur;µg/m³;20110102 18:00;20110102 19:00;90.5;52.6;99.2;94.2;69.4;103.4;95.2;94.6;94.2;51;3.9;39.78;16.7;;64.6;59.29;32.34;42.9;7.78;51.2;43.38;;39.43;15.87;26.27;2.86;5.09;54.63;87.73;65.3;94.98;46.35;84.23;2.23;62.76;110.59;47.15;51.33;;61.16;55.85;40.73;47.44;11.74;8.09;3.91;70.4;38.53;61.41;;6.29;15.63;67.1;56.31;4.53;4.28;1.22;3.73;1.89;34.88;11.81;64;33;63;44;47;62;54;75;43;15;28;3;;20;22;11;21;14
NO2;uur;µg/m³;20110102 19:00;20110102 20:00;75.5;68;76.8;112.7;88;101.8;109.4;107.1;90.7;17.1;5.6;42.38;17.89;;64.9;57.52;27.9;34.06;10.64;44.03;39.83;;36.29;19.11;27.38;2.86;7.96;35.95;63.15;91.6;42.09;39.75;88.89;2.67;52.61;116.03;36.22;57.48;;47.56;55.45;55.62;49.64;9.89;11.21;6.7;46.26;40.52;58.69;;5.72;22.23;67.25;58.59;3.83;4.21;0.21;3.96;3.03;34.65;12.56;51;25;46;34;50;53;46;46;40;21;28;2;25;12;25;11;15;9
NO2;uur;µg/m³;20110102 20:00;20110102 21:00;68.7;52.3;76.4;69.2;51.3;105.1;70;52;57;27.2;2.5;42.71;17.38;;59.04;54.58;26.76;30.22;12.94;42.77;43.43;;23.67;20.02;25.31;2.38;9.43;13.92;78.13;49.05;47.15;31.49;88.22;2.03;39.78;53.89;25.11;59.09;;36.92;54.36;38.2;41.11;32.11;12.84;11.14;66.87;49.44;55.43;;5.92;21.9;71.17;54.92;3.16;3.85;0.47;3.64;2.34;40.58;13.56;42;19;40;25;;35;55;34;25;5;33;1;34;20;26;12;8;5
NO2;uur;µg/m³;20110102 21:00;20110102 22:00;77.4;77.1;63.3;88.7;72.6;89.5;71.2;69;49.9;25.3;2.8;42.03;25.77;;51.65;47.45;32.49;22.11;4.5;36.71;37.18;;16.03;6.09;23.21;3.46;9.1;12.52;37.79;46.83;31.35;26.3;71.61;1.17;46.36;67.86;37.84;49.75;;36.01;60.44;38.76;41.09;57;12.49;11.92;54.67;59.27;49.79;;4.13;25.8;64.9;50.67;3.23;3.82;2.18;4.28;1.29;32.98;15.19;67;25;37;51;41;37;46;31;26;7;30;1;50;15;35;14;13;8
NO2;uur;µg/m³;20110102 22:00;20110102 23:00;87.6;70.5;77.6;101;79.2;93.8;80;65;58.7;30.5;12.5;35.25;39.09;;43.88;40.96;31;22.74;8.21;28.56;28.36;;10.21;6.08;20.1;4.96;7.1;15.63;52.48;60.74;59.32;14.42;62.56;1.06;37.95;71.3;66.72;55.47;;47.6;56.76;66.81;49.24;45.81;7.85;10.09;59.76;58.09;56.57;;5.81;28.77;61.88;39.34;4.78;4.36;1.11;4.6;1.42;39.37;12.51;63;;;48;57;62;55;56;34;22;31;1;57;22;25;15;;
NO2;uur;µg/m³;20110102 23:00;20110103 00:00;80.3;40.7;77.5;46.3;41.2;66.4;60.4;56.2;35.7;30;3.4;37.19;38.76;;35.35;36.88;25.46;22.08;11.75;27.57;27.82;;18.16;9.02;;1.58;3.68;20.79;46.04;38.39;49.48;10.57;59.22;2.57;45.98;58.21;46.13;54.93;;48.53;59.56;59.05;45.97;27.93;6.66;9.52;73.74;64.62;58.11;;8.45;23.73;58.81;36.64;3.71;6.09;1.68;4.39;1.47;38.91;11.35;52;33;46;39;56;49;56;49;41;27;30;1;40;20;23;17;11;10
NO2;uur;µg/m³;20110103 00:00;20110103 01:00;79.2;75.2;66.9;75.1;60.2;77.6;42.1;47.7;29.4;50.1;35;36.58;37.89;;30.05;26.95;27.68;17.97;;19.58;22.27;;10.96;6.77;15.65;1.77;1.48;13.4;29.38;40.02;31.51;15.29;50.24;1.8;54.58;48.6;62.18;40.17;;63.15;49.27;46.13;34.85;;;10.65;27.29;33.58;19.79;;8.78;18.27;51.73;;9.17;7.8;1.87;4.78;;31.45;9.41;80;37;71;55;49;72;47;77;43;45;26;1;35;27;31;11;16;8
NO2;uur;µg/m³;20110103 01:00;20110103 02:00;74.4;64.9;24.4;35;30.4;78.8;43.2;40.6;10.9;70.9;65.3;34.47;33.23;;29.75;28.05;24.68;14.7;12.96;20.38;23.51;;22.4;10.69;12.79;1.88;2.29;26.89;50.37;22.52;34.74;26.16;62.46;;29.31;40.8;60.46;43.4;;67.45;43.53;41.9;36.36;40.65;8.02;11.95;22.21;27.54;17.29;;9.77;19.15;54.1;47.76;8.75;5.91;1.45;4.68;4.77;24.72;9.57;90;49;61;39;45;74;53;75;44;38;20;2;28;29;35;13;34;13
NO2;uur;µg/m³;20110103 02:00;20110103 03:00;50.2;45.6;71.2;77.7;63.8;67.3;58.5;37.7;50.8;77.4;14.3;35.37;27.3;;29.72;28.43;22.46;10.8;10.69;13.21;21.72;;17.95;13.59;10.73;1.9;5.71;27.38;95.79;37.28;69.92;19.41;67.87;;33.1;40.57;57.33;25.81;;61.09;31.9;34.95;33.4;27.32;7.38;9.79;30.9;29.42;30.77;;10.03;21.7;47.13;36.55;8.16;5.16;0.81;5.26;3.44;22.09;7.54;88;49;62;43;40;65;53;62;38;30;17;3;20;14;35;19;27;8
NO2;uur;µg/m³;20110103 03:00;20110103 04:00;51.7;41.7;80.7;85.9;79.1;73.6;81.4;79.4;78.7;31.1;7.4;35.69;20.8;;30.78;29.05;22.19;10.57;2.5;12.24;20.16;;26.89;9.91;9.26;2.42;2.39;12.58;35.68;87.91;62.49;3.74;59.75;1.57;29.55;83.32;52.21;34.28;;57;36.57;35.94;29.48;9.84;7.38;10.81;35.76;29.59;24.78;;11.77;16.79;44.19;33.74;7.02;5.47;0.31;4.34;2.18;19.96;7.21;80;50;58;47;38;71;56;74;34;27;32;3;17;13;29;11;19;12
NO2;uur;µg/m³;20110103 04:00;20110103 05:00;65.6;59;67.5;88.2;81.5;76.1;78.9;74.7;56.2;67.8;42.1;34.12;19.73;;33.08;31.73;24.22;11.97;6.93;11.59;32.64;;23.95;10.24;10.55;3.94;4.53;11.31;43.03;64.62;41.07;13.68;46.93;2.17;23.71;77.01;63.72;39.12;;59.66;42.55;42.95;35.26;8.86;7.14;8.51;44.19;38.45;43.2;;10.7;14.49;48.84;33.3;7.41;4.98;0.11;3.75;3;30.58;6.75;71;57;59;55;36;63;66;81;32;25;34;2;26;10;36;14;22;15
NO2;uur;µg/m³;20110103 05:00;20110103 06:00;89.7;52.5;81;93.8;88.4;94.6;99.3;81.3;62;69.8;62.1;35;18.37;;36.67;30.88;27.28;11.01;7.26;14.61;46.45;;18.68;8.63;20.24;23.15;6.32;15.65;74.59;57.05;62.52;15.66;61.51;3.57;36.4;85.87;59.03;71.51;;53.55;50.66;55.86;38.94;28.56;7.04;9.1;56.5;63.63;58.75;;11.64;14.87;51.34;44.64;8.62;5.44;0.42;4.4;2.77;33.92;9.36;81;51;72;59;38;66;60;86;37;47;34;4;48;13;58;11;21;17
NO2;uur;µg/m³;20110103 06:00;20110103 07:00;123.8;36.4;80.1;111.9;87.4;135.2;127;105.8;86.5;73.8;90.2;40.34;23.79;;42.19;32.79;34.71;12.49;8.41;28.32;80.04;;11.2;23.76;26.77;27.61;8.34;33.19;143.24;85.96;83.17;15.52;65.42;7.83;65.07;113.92;96.86;103.76;;82.17;67.61;56.35;53.05;64.94;9.75;20.22;83.47;87.75;90.01;;12.69;16.3;73.14;54.92;15.63;9.36;1.35;4.53;2.33;51.06;14.01;;56;99;99;33;87;80;133;46;58;75;22;86;42;63;32;66;48
NO2;uur;µg/m³;20110103 07:00;20110103 08:00;105.7;41.5;76.4;103.4;93.6;130.6;130.2;117.7;96.3;86.6;90.5;42.18;31.98;;56.91;41.48;55.75;27.78;37.62;46.93;91.83;;19.07;17.54;33.32;20.49;14.58;37.15;132.62;95.53;96.47;28.73;86.66;15.58;77.58;119.57;117.64;110.9;;114.17;77.17;65.55;61.47;67.39;16.32;23.1;108.35;112.47;102.73;;14.69;24.81;79.51;63.1;26.23;14.46;2.64;5.13;3.32;94.06;29.21;121;71;106;110;57;110;84;141;66;61;84;24;118;59;;63;72;86
NO2;uur;µg/m³;20110103 08:00;20110103 09:00;93.5;55.7;90;107.9;81.8;143.6;84.9;99;101.3;70.2;13.6;49.47;38.73;;59.51;45.73;63.63;44.64;49.32;60.05;113.3;;41.35;28.74;49;28.75;13.07;31.78;95.84;80.53;96.15;55.53;99.96;14.24;70.96;107.76;126.68;140.61;;155.2;91.26;81.05;73.71;;27.41;82.1;117.81;106.34;95.48;;30.54;32.66;81.4;67.55;31.92;22.17;5.69;9.08;8.14;102.43;48.64;156;72;126;124;81;132;104;163;88;67;78;33;119;68;80;90;84;90
